label,f1-score,precision,recall
Session5_epoch:9_fear,0.0,0.0,0.0
Session5_epoch:10_TOTAL,0.8366013071895424,0.7901234567901234,0.8888888888888888
Session5_epoch:10_neutral,0.9411764705882352,0.8888888888888888,1.0
Session5_epoch:10_happy,0.0,0.0,0.0
Session5_epoch:10_angry,0.0,0.0,0.0
Session5_epoch:10_surprise,0.0,0.0,0.0
Session5_epoch:10_disqust,0.0,0.0,0.0
Session5_epoch:10_sad,0.0,0.0,0.0
Session5_epoch:10_fear,0.0,0.0,0.0
Session6_epoch:1_TOTAL,0.7852474323062557,0.7275086505190311,0.8529411764705882
Session6_epoch:1_neutral,0.9206349206349206,0.8529411764705882,1.0
Session6_epoch:1_happy,0.0,0.0,0.0
Session6_epoch:1_angry,0.0,0.0,0.0
Session6_epoch:1_surprise,0.0,0.0,0.0
Session6_epoch:1_disqust,0.0,0.0,0.0
Session6_epoch:1_sad,0.0,0.0,0.0
Session6_epoch:1_fear,0.0,0.0,0.0
Session6_epoch:2_TOTAL,0.7852474323062557,0.7275086505190311,0.8529411764705882
Session6_epoch:2_neutral,0.9206349206349206,0.8529411764705882,1.0
Session6_epoch:2_happy,0.0,0.0,0.0
Session6_epoch:2_angry,0.0,0.0,0.0
Session6_epoch:2_surprise,0.0,0.0,0.0
Session6_epoch:2_disqust,0.0,0.0,0.0
Session6_epoch:2_sad,0.0,0.0,0.0
Session6_epoch:2_fear,0.0,0.0,0.0
Session6_epoch:3_TOTAL,0.7852474323062557,0.7275086505190311,0.8529411764705882
Session6_epoch:3_neutral,0.9206349206349206,0.8529411764705882,1.0
Session6_epoch:3_happy,0.0,0.0,0.0
Session6_epoch:3_angry,0.0,0.0,0.0
Session6_epoch:3_surprise,0.0,0.0,0.0
Session6_epoch:3_disqust,0.0,0.0,0.0
Session6_epoch:3_sad,0.0,0.0,0.0
Session6_epoch:3_fear,0.0,0.0,0.0
Session6_epoch:4_TOTAL,0.7852474323062557,0.7275086505190311,0.8529411764705882
Session6_epoch:4_neutral,0.9206349206349206,0.8529411764705882,1.0
Session6_epoch:4_happy,0.0,0.0,0.0
Session6_epoch:4_angry,0.0,0.0,0.0
Session6_epoch:4_surprise,0.0,0.0,0.0
Session6_epoch:4_disqust,0.0,0.0,0.0
Session6_epoch:4_sad,0.0,0.0,0.0
Session6_epoch:4_fear,0.0,0.0,0.0
Session6_epoch:5_TOTAL,0.7852474323062557,0.7275086505190311,0.8529411764705882
Session6_epoch:5_neutral,0.9206349206349206,0.8529411764705882,1.0
Session6_epoch:5_happy,0.0,0.0,0.0
Session6_epoch:5_angry,0.0,0.0,0.0
Session6_epoch:5_surprise,0.0,0.0,0.0
Session6_epoch:5_disqust,0.0,0.0,0.0
Session6_epoch:5_sad,0.0,0.0,0.0
Session6_epoch:5_fear,0.0,0.0,0.0
Session6_epoch:6_TOTAL,0.7852474323062557,0.7275086505190311,0.8529411764705882
Session6_epoch:6_neutral,0.9206349206349206,0.8529411764705882,1.0
Session6_epoch:6_happy,0.0,0.0,0.0
Session6_epoch:6_angry,0.0,0.0,0.0
Session6_epoch:6_surprise,0.0,0.0,0.0
Session6_epoch:6_disqust,0.0,0.0,0.0
Session6_epoch:6_sad,0.0,0.0,0.0
Session6_epoch:6_fear,0.0,0.0,0.0
Session6_epoch:7_TOTAL,0.7852474323062557,0.7275086505190311,0.8529411764705882
Session6_epoch:7_neutral,0.9206349206349206,0.8529411764705882,1.0
Session6_epoch:7_happy,0.0,0.0,0.0
Session6_epoch:7_angry,0.0,0.0,0.0
Session6_epoch:7_surprise,0.0,0.0,0.0
Session6_epoch:7_disqust,0.0,0.0,0.0
Session6_epoch:7_sad,0.0,0.0,0.0
Session6_epoch:7_fear,0.0,0.0,0.0
Session6_epoch:8_TOTAL,0.7852474323062557,0.7275086505190311,0.8529411764705882
Session6_epoch:8_neutral,0.9206349206349206,0.8529411764705882,1.0
Session6_epoch:8_happy,0.0,0.0,0.0
Session6_epoch:8_angry,0.0,0.0,0.0
Session6_epoch:8_surprise,0.0,0.0,0.0
Session6_epoch:8_disqust,0.0,0.0,0.0
Session6_epoch:8_sad,0.0,0.0,0.0
Session6_epoch:8_fear,0.0,0.0,0.0
Session6_epoch:9_TOTAL,0.7852474323062557,0.7275086505190311,0.8529411764705882
Session6_epoch:9_neutral,0.9206349206349206,0.8529411764705882,1.0
Session6_epoch:9_happy,0.0,0.0,0.0
Session6_epoch:9_angry,0.0,0.0,0.0
Session6_epoch:9_surprise,0.0,0.0,0.0
Session6_epoch:9_disqust,0.0,0.0,0.0
Session6_epoch:9_sad,0.0,0.0,0.0
Session6_epoch:9_fear,0.0,0.0,0.0
Session6_epoch:10_TOTAL,0.7852474323062557,0.7275086505190311,0.8529411764705882
Session6_epoch:10_neutral,0.9206349206349206,0.8529411764705882,1.0
Session6_epoch:10_happy,0.0,0.0,0.0
Session6_epoch:10_angry,0.0,0.0,0.0
Session6_epoch:10_surprise,0.0,0.0,0.0
Session6_epoch:10_disqust,0.0,0.0,0.0
Session6_epoch:10_sad,0.0,0.0,0.0
Session6_epoch:10_fear,0.0,0.0,0.0
Session7_epoch:1_TOTAL,0.7699248120300751,0.7091412742382271,0.8421052631578947
Session7_epoch:1_neutral,0.9142857142857144,0.8421052631578947,1.0
Session7_epoch:1_happy,0.0,0.0,0.0
Session7_epoch:1_angry,0.0,0.0,0.0
Session7_epoch:1_surprise,0.0,0.0,0.0
Session7_epoch:1_disqust,0.0,0.0,0.0
Session7_epoch:2_TOTAL,0.7699248120300751,0.7091412742382271,0.8421052631578947
Session7_epoch:2_neutral,0.9142857142857144,0.8421052631578947,1.0
Session7_epoch:2_happy,0.0,0.0,0.0
Session7_epoch:2_angry,0.0,0.0,0.0
Session7_epoch:2_surprise,0.0,0.0,0.0
Session7_epoch:2_disqust,0.0,0.0,0.0
Session7_epoch:3_TOTAL,0.7699248120300751,0.7091412742382271,0.8421052631578947
Session7_epoch:3_neutral,0.9142857142857144,0.8421052631578947,1.0
Session7_epoch:3_happy,0.0,0.0,0.0
Session7_epoch:3_angry,0.0,0.0,0.0
Session7_epoch:3_surprise,0.0,0.0,0.0
Session7_epoch:3_disqust,0.0,0.0,0.0
Session7_epoch:4_TOTAL,0.7699248120300751,0.7091412742382271,0.8421052631578947
Session7_epoch:4_neutral,0.9142857142857144,0.8421052631578947,1.0
Session7_epoch:4_happy,0.0,0.0,0.0
Session7_epoch:4_angry,0.0,0.0,0.0
Session7_epoch:4_surprise,0.0,0.0,0.0
Session7_epoch:4_disqust,0.0,0.0,0.0
Session7_epoch:5_TOTAL,0.7699248120300751,0.7091412742382271,0.8421052631578947
Session7_epoch:5_neutral,0.9142857142857144,0.8421052631578947,1.0
Session7_epoch:5_happy,0.0,0.0,0.0
Session7_epoch:5_angry,0.0,0.0,0.0
Session7_epoch:5_surprise,0.0,0.0,0.0
Session7_epoch:5_disqust,0.0,0.0,0.0
Session7_epoch:6_TOTAL,0.7699248120300751,0.7091412742382271,0.8421052631578947
Session7_epoch:6_neutral,0.9142857142857144,0.8421052631578947,1.0
Session7_epoch:6_happy,0.0,0.0,0.0
Session7_epoch:6_angry,0.0,0.0,0.0
Session7_epoch:6_surprise,0.0,0.0,0.0
Session7_epoch:6_disqust,0.0,0.0,0.0
Session7_epoch:7_TOTAL,0.7699248120300751,0.7091412742382271,0.8421052631578947
Session7_epoch:7_neutral,0.9142857142857144,0.8421052631578947,1.0
Session7_epoch:7_happy,0.0,0.0,0.0
Session7_epoch:7_angry,0.0,0.0,0.0
Session7_epoch:7_surprise,0.0,0.0,0.0
Session7_epoch:7_disqust,0.0,0.0,0.0
Session7_epoch:8_TOTAL,0.7699248120300751,0.7091412742382271,0.8421052631578947
Session7_epoch:8_neutral,0.9142857142857144,0.8421052631578947,1.0
Session7_epoch:8_happy,0.0,0.0,0.0
Session7_epoch:8_angry,0.0,0.0,0.0
Session7_epoch:8_surprise,0.0,0.0,0.0
Session7_epoch:8_disqust,0.0,0.0,0.0
Session7_epoch:9_TOTAL,0.7699248120300751,0.7091412742382271,0.8421052631578947
Session7_epoch:9_neutral,0.9142857142857144,0.8421052631578947,1.0
Session7_epoch:9_happy,0.0,0.0,0.0
Session7_epoch:9_angry,0.0,0.0,0.0
Session7_epoch:9_surprise,0.0,0.0,0.0
Session7_epoch:9_disqust,0.0,0.0,0.0
Session7_epoch:10_TOTAL,0.7699248120300751,0.7091412742382271,0.8421052631578947
Session7_epoch:10_neutral,0.9142857142857144,0.8421052631578947,1.0
Session7_epoch:10_happy,0.0,0.0,0.0
Session7_epoch:10_angry,0.0,0.0,0.0
Session7_epoch:10_surprise,0.0,0.0,0.0
Session7_epoch:10_disqust,0.0,0.0,0.0
Session8_epoch:1_TOTAL,0.6000765403750479,0.5154503616042078,0.7179487179487181
Session8_epoch:1_neutral,0.8358208955223879,0.7179487179487181,1.0
